LONG,LAT
-94.991379,31.927083
-94.889655,31.927083
-94.889655,31.927083
-94.787931,31.927083
-94.787931,31.927083
-94.686207,31.927083
-94.686207,31.927083
-94.686207,31.927083
-94.686207,31.927083
-94.686207,31.927083
-94.686207,31.927083
-94.686207,31.979167
-94.686207,31.979167
-94.482759,31.927083
-94.381034,31.979167
-94.279310,31.979167
-94.075862,31.979167
-93.974138,31.979167
-93.974138,31.979167
-93.974138,31.979167
-93.974138,31.979167
-93.872414,32.031250
-93.770690,32.031250
-93.770690,32.031250
-93.668966,32.031250
-93.567241,32.083333
-93.363793,32.083333
-93.363793,32.135417
-93.262069,32.135417
-93.262069,32.135417
-93.160345,32.135417
-93.160345,32.135417
-92.956897,32.083333
-92.855172,32.083333
-92.753448,32.031250
-92.753448,32.031250
-92.651724,32.031250
-92.651724,32.031250
-92.550000,32.031250
-92.550000,32.031250
-92.346552,32.031250
-92.346552,32.031250
-92.244828,32.031250
-92.244828,31.979167
-92.041379,31.927083
-92.041379,31.927083
-91.939655,31.927083
-91.837931,31.875000
-91.736207,31.875000
-91.736207,31.875000
-91.736207,31.875000
-91.329310,31.927083
-91.125862,31.927083
-91.125862,31.927083
-91.024138,31.927083
-90.922414,31.875000
-90.820690,31.875000
-90.718966,31.875000
-90.515517,31.875000
-90.413793,31.875000
-90.312069,31.875000
-90.210345,31.875000
-90.108621,31.927083
-90.006897,31.927083
-90.006897,31.927083
-89.803448,31.979167
-89.701724,32.031250
-89.600000,32.031250
-89.498276,32.083333
-89.498276,32.083333
-89.396552,32.083333
-89.294828,32.083333
-89.193103,32.083333
-89.091379,32.083333
-89.091379,32.135417
-88.989655,32.135417
-88.989655,32.187500
-88.989655,32.187500
-88.989655,32.187500
-88.989655,32.239583
-88.887931,32.239583
-88.887931,32.343750
-88.887931,32.447917
-88.786207,32.500000
-88.786207,32.552083
-88.786207,32.552083
-88.786207,32.552083
-88.684483,32.552083
-88.684483,32.552083
-88.684483,32.552083
-88.684483,32.552083
-88.582759,32.604167
-88.582759,32.604167
-88.582759,32.604167
-88.582759,32.604167
-88.582759,32.604167
-88.481034,32.604167
-88.481034,32.604167
-88.481034,32.604167
-88.481034,32.604167
-88.379310,32.656250
-88.379310,32.656250
-88.379310,32.708333
-88.277586,32.708333
-88.277586,32.760417
-88.277586,32.812500
-88.277586,32.812500
-88.277586,32.864583
-88.175862,32.864583
-88.175862,32.864583
-88.175862,32.916667
-88.175862,32.916667
-88.074138,32.916667
-88.074138,32.916667
-88.074138,32.968750
-88.074138,32.968750
-87.972414,32.968750
-87.972414,33.020833
-87.870690,33.125000
-87.667241,33.177083
-87.667241,33.177083
-87.667241,33.229167
-87.565517,33.281250
-87.565517,33.281250
-87.565517,33.333333
-87.463793,33.333333
-87.463793,33.385417
-87.463793,33.437500
-87.463793,33.437500
-87.362069,33.437500
-87.362069,33.437500
-87.362069,33.489583
-87.260345,33.541667
-87.260345,33.593750
-87.260345,33.697917
-87.260345,33.802083
-87.260345,33.854167
-87.260345,33.854167
-87.565517,33.958333
-87.667241,34.062500
-87.667241,34.114583
-87.768966,34.166667
-87.768966,34.166667
-87.768966,34.218750
-87.768966,34.218750
-87.870690,34.270833
-87.870690,34.270833
-87.870690,34.322917
-87.870690,34.322917
-87.870690,34.375000
-87.870690,34.375000
-87.870690,34.375000
-87.870690,34.375000
-87.768966,34.427083
-87.768966,34.427083
-87.667241,34.531250
-87.565517,34.583333
-87.565517,34.635417
-87.565517,34.687500
-87.463793,34.687500
-87.463793,34.687500
-87.463793,34.687500
-87.362069,34.739583
-87.362069,34.791667
-87.260345,34.791667
-87.158621,34.843750
-87.158621,34.843750
-87.158621,34.843750
-87.056897,34.843750
-87.056897,34.895833
-86.955172,34.895833
-86.955172,34.895833
-86.853448,34.947917
-86.751724,34.947917
-86.548276,34.947917
-86.446552,34.947917
-86.446552,34.947917
-86.344828,34.947917
-86.344828,34.947917
-86.243103,34.947917
-86.141379,34.947917
-86.141379,34.947917
-86.039655,34.947917
-86.039655,34.947917
-85.937931,34.947917
-85.937931,34.947917
-85.836207,34.947917
-85.836207,34.947917
-85.836207,34.947917
-85.734483,35.000000
-85.734483,35.000000
-85.632759,35.000000
-85.531034,35.104167
-85.429310,35.104167
-85.429310,35.104167
-85.327586,35.156250
-85.225862,35.208333
-85.225862,35.208333
-85.124138,35.260417
-85.124138,35.260417
-85.124138,35.260417
-85.022414,35.260417
-85.022414,35.312500
-84.920690,35.312500
-84.818966,35.364583
-84.717241,35.416667
-84.615517,35.468750
-84.513793,35.520833
-84.412069,35.520833
-84.412069,35.520833
-84.310345,35.520833
-84.310345,35.520833
-84.310345,35.520833
-84.208621,35.520833
-84.208621,35.520833
-84.208621,35.520833
-84.208621,35.520833
-84.106897,35.520833
-84.005172,35.520833
-83.903448,35.520833
-83.903448,35.520833
-83.903448,35.520833
-83.801724,35.520833
-83.700000,35.520833
-83.700000,35.520833
-83.496552,35.520833
-83.496552,35.520833
-83.496552,35.520833
-83.496552,35.520833
-83.394828,35.520833
-83.293103,35.520833
-83.293103,35.572917
-83.191379,35.572917
-83.191379,35.572917
-83.191379,35.572917
-83.089655,35.625000
-82.987931,35.625000
-82.987931,35.625000
-82.886207,35.625000
-82.886207,35.677083
-82.886207,35.677083
-82.886207,35.677083
-82.784483,35.729167
-82.784483,35.729167
-82.784483,35.729167
-82.784483,35.729167
-82.682759,35.729167
-82.682759,35.729167
-82.682759,35.729167
-82.581034,35.729167
-82.581034,35.781250
-82.581034,35.781250
-82.479310,35.833333
-82.479310,35.833333
-82.377586,35.833333
-82.377586,35.885417
-82.377586,35.885417
-82.377586,35.885417
-82.275862,35.989583
-82.174138,36.041667
-82.174138,36.093750
-82.174138,36.093750
-82.072414,36.093750
-82.072414,36.093750
-82.072414,36.093750
-81.970690,36.093750
-81.970690,36.093750
-81.970690,36.145833
-81.970690,36.145833
-81.970690,36.250000
-81.868966,36.510417
-81.665517,36.666667
-81.563793,36.770833
-81.563793,36.770833
-81.563793,36.822917
-81.462069,36.979167
-81.462069,36.979167
-81.360345,36.979167
-81.360345,37.031250
-81.360345,37.031250
-81.360345,37.083333
-81.258621,37.187500
-81.156897,37.187500
-81.156897,37.239583
-81.156897,37.239583
-81.156897,37.239583
-81.258621,37.291667
-81.258621,37.343750
-81.258621,37.343750
-81.258621,37.343750
-81.258621,37.395833
-81.258621,37.447917
-81.360345,37.500000
-81.360345,37.500000
-81.360345,37.500000
-81.360345,37.500000
-81.258621,37.552083
-81.258621,37.552083
-81.258621,37.552083
-81.156897,37.604167
-81.055172,37.656250
-80.851724,37.760417
-80.851724,37.812500
-80.953448,37.812500
-80.953448,37.812500
-80.953448,37.864583
-80.953448,37.864583
-81.055172,37.864583
-81.055172,37.968750
-81.055172,37.968750
-81.055172,37.968750
-81.055172,38.020833
-81.156897,38.072917
-81.156897,38.125000
-81.156897,38.125000
-81.156897,38.177083
-81.156897,38.177083
-81.156897,38.281250
-81.258621,38.385417
-81.258621,38.593750
-81.258621,38.750000
-81.258621,38.802083
-81.258621,38.802083
-81.360345,38.958333
-81.360345,39.010417
-81.360345,39.114583
-81.462069,39.218750
-81.462069,39.270833
-81.563793,39.322917
-81.563793,39.322917
-81.665517,39.427083
-81.665517,39.427083
-81.767241,39.427083
-81.767241,39.479167
-81.868966,39.531250
-81.868966,39.583333
-81.970690,39.583333
-82.072414,39.635417
-82.072414,39.687500
-82.174138,39.739583
-82.275862,39.791667
-82.275862,39.791667
-82.377586,39.791667
-82.377586,39.843750
-82.479310,39.843750
-82.479310,39.843750
-82.581034,39.843750
-82.581034,39.895833
-82.682759,39.895833
-82.784483,39.895833
-82.784483,39.895833
-82.784483,39.895833
-82.886207,39.895833
-82.886207,39.947917
-82.886207,39.947917
-82.886207,39.947917
-82.886207,39.947917
-82.987931,39.947917
-82.987931,39.947917
-83.089655,39.947917
-83.089655,39.947917
-83.089655,39.947917
-83.089655,39.947917
-83.191379,39.947917
-83.191379,39.895833
-83.191379,39.895833
-83.191379,39.895833
-83.293103,39.895833
-83.293103,39.895833
-83.293103,39.895833
-83.293103,39.843750
-83.293103,39.843750
-83.394828,39.843750
-83.394828,39.843750
-83.394828,39.843750
-83.394828,39.843750
-83.496552,39.791667
-83.496552,39.791667
-83.496552,39.791667
-83.496552,39.791667
-83.496552,39.791667
-83.598276,39.739583
-83.598276,39.739583
-83.598276,39.739583
-83.700000,39.687500
-83.700000,39.687500
-83.700000,39.687500
-83.801724,39.687500
-83.801724,39.687500
-83.801724,39.687500
-83.903448,39.687500
-84.005172,39.687500
-84.005172,39.687500
-84.005172,39.687500
-84.005172,39.687500
-84.106897,39.687500
-84.106897,39.687500
-84.208621,39.635417
-84.208621,39.635417
-84.208621,39.583333
-84.310345,39.583333
-84.310345,39.479167
-84.412069,39.479167
-84.412069,39.479167
-84.412069,39.479167
-84.513793,39.479167
-84.513793,39.479167
-84.513793,39.479167
-84.615517,39.479167
-84.717241,39.479167
-84.818966,39.479167
-84.920690,39.479167
-84.920690,39.427083
-84.920690,39.375000
-85.022414,39.375000
-85.022414,39.375000
-85.124138,39.375000
-85.124138,39.375000
-85.225862,39.322917
-85.225862,39.322917
-85.225862,39.322917
-85.327586,39.270833
-85.327586,39.218750
-85.429310,39.218750
-85.429310,39.218750
-85.531034,39.218750
-85.531034,39.166667
-85.632759,39.166667
-85.632759,39.166667
-85.734483,39.166667
-85.734483,39.166667
-85.734483,39.166667
-85.734483,39.166667
-85.836207,39.166667
-85.836207,39.114583
-85.937931,39.114583
-86.039655,39.114583
-86.141379,39.062500
-86.141379,39.062500
-86.243103,39.062500
-86.344828,39.010417
-86.344828,39.010417
-86.446552,39.010417
-86.446552,39.010417
-86.548276,39.010417
-86.548276,39.010417
-86.650000,39.010417
-86.650000,39.010417
-86.751724,39.010417
-86.853448,39.010417
-86.853448,39.010417
-86.955172,39.010417
-86.955172,39.010417
-87.056897,39.010417
-87.056897,39.010417
-87.158621,39.010417
-87.158621,39.062500
-87.158621,39.062500
-87.260345,39.062500
-87.260345,39.062500
-87.362069,39.062500
-87.362069,39.062500
-87.463793,39.062500
-87.565517,39.062500
-87.667241,39.062500
-87.768966,39.114583
-87.768966,39.114583
-87.870690,39.114583
-87.972414,39.114583
-87.972414,39.114583
-88.074138,39.114583
-88.074138,39.114583
-88.175862,39.114583
-88.277586,39.114583
-88.277586,39.114583
-88.379310,39.114583
-88.379310,39.114583
-88.481034,39.166667
-88.582759,39.166667
-88.582759,39.166667
-88.684483,39.166667
-88.684483,39.166667
-88.786207,39.218750
-88.887931,39.218750
-88.887931,39.218750
-88.887931,39.270833
-88.989655,39.270833
-89.091379,39.270833
-89.091379,39.270833
-89.091379,39.270833
-89.193103,39.270833
-89.193103,39.270833
-89.193103,39.270833
-89.193103,39.270833
-89.294828,39.270833
-89.294828,39.322917
-89.294828,39.322917
-89.396552,39.322917
-89.396552,39.322917
-89.396552,39.322917
-89.396552,39.322917
-89.498276,39.322917
-89.498276,39.322917
-89.498276,39.322917
-89.498276,39.322917
-89.600000,39.375000
-89.600000,39.375000
-89.701724,39.375000
-89.803448,39.427083
-89.905172,39.427083
-90.006897,39.479167
-90.210345,39.531250
-90.312069,39.531250
-90.515517,39.583333
-90.617241,39.583333
-90.718966,39.635417
-90.718966,39.635417
-90.718966,39.635417
-90.820690,39.635417
-90.820690,39.687500
-90.820690,39.687500
-90.922414,39.687500
-91.024138,39.687500
-91.024138,39.687500
-91.125862,39.739583
-91.227586,39.739583
-91.227586,39.739583
-91.329310,39.739583
-91.329310,39.739583
-91.431034,39.791667
-91.431034,39.791667
-91.431034,39.791667
-91.532759,39.791667
-91.634483,39.843750
-91.634483,39.843750
-91.634483,39.843750
-91.634483,39.843750
-91.736207,39.843750
-91.736207,39.843750
-91.736207,39.895833
-91.736207,39.895833
-91.736207,39.895833
-91.736207,39.895833
-91.736207,39.895833
-91.634483,39.895833
-91.634483,39.947917
-91.634483,39.947917
-91.634483,39.947917
-91.634483,39.947917
-91.634483,39.947917
-91.532759,39.947917
-91.532759,39.947917
-91.532759,39.947917
-91.532759,40.000000
-91.532759,40.000000
-91.532759,40.000000
-91.431034,40.000000
-91.431034,40.052083
-91.431034,40.052083
-91.431034,40.052083
-91.431034,40.104167
-91.329310,40.104167
-91.329310,40.156250
-91.329310,40.156250
-91.329310,40.208333
-91.329310,40.260417
-91.329310,40.416667
-91.227586,40.416667
-91.227586,40.416667
-91.329310,40.416667
-91.329310,40.468750
-91.329310,40.468750
-91.329310,40.520833
-91.329310,40.520833
-91.329310,40.520833
-91.329310,40.520833
-91.329310,40.572917
-91.329310,40.572917
-91.329310,40.625000
-91.329310,40.625000
-91.329310,40.677083
-91.329310,40.677083
-91.431034,40.729167
-91.431034,40.729167
-91.431034,40.781250
-91.532759,40.781250
-91.532759,40.833333
-91.532759,40.833333
-91.532759,40.885417
-91.532759,40.885417
-91.634483,40.989583
-91.634483,40.989583
-91.634483,41.041667
-91.736207,41.041667
-91.736207,41.093750
-91.736207,41.093750
-91.736207,41.145833
-91.736207,41.145833
-91.736207,41.145833
-91.736207,41.145833
-91.736207,41.197917
-91.736207,41.197917
-91.736207,41.197917
-91.736207,41.197917
-91.736207,41.250000
-91.736207,41.250000
-91.736207,41.250000
-91.837931,41.302083
-91.837931,41.302083
-91.837931,41.354167
-91.837931,41.354167
-91.939655,41.406250
-91.939655,41.406250
-91.939655,41.458333
-92.041379,41.458333
-92.041379,41.458333
-92.041379,41.458333
-92.041379,41.510417
-92.041379,41.562500
-92.041379,41.562500
-92.041379,41.614583
-92.143103,41.614583
-92.143103,41.614583
-92.143103,41.614583
-92.143103,41.666667
-92.143103,41.666667
-92.143103,41.666667
-92.143103,41.718750
-92.244828,41.770833
-92.244828,41.770833
-92.244828,41.770833
-92.244828,41.822917
-92.244828,41.822917
-92.244828,41.875000
-92.346552,41.875000
-92.346552,41.875000
-92.346552,41.927083
-92.346552,41.927083
-92.346552,41.927083
-92.346552,41.979167
-92.346552,41.979167
-92.346552,41.979167
-92.448276,42.031250
-92.448276,42.083333
-92.448276,42.135417
-92.550000,42.135417
-92.550000,42.187500
-92.550000,42.187500
-92.550000,42.239583
-92.550000,42.239583
-92.651724,42.239583
-92.651724,42.343750
-92.651724,42.343750
-92.651724,42.395833
-92.651724,42.395833
-92.651724,42.447917
-92.651724,42.447917
-92.651724,42.500000
-92.651724,42.500000
-92.651724,42.552083
-92.651724,42.604167
-92.651724,42.656250
-92.651724,42.656250
-92.651724,42.708333
-92.651724,42.708333
-92.753448,42.760417
-92.753448,42.760417
-92.753448,42.812500
-92.753448,42.864583
-92.753448,42.864583
-92.753448,42.916667
-92.753448,42.916667
-92.753448,42.916667
-92.753448,42.968750
-92.753448,42.968750
-92.753448,43.020833
-92.753448,43.020833
-92.753448,43.125000
-92.753448,43.125000
-92.753448,43.177083
-92.753448,43.177083
-92.753448,43.229167
-92.753448,43.229167
-92.753448,43.281250
-92.753448,43.281250
-92.753448,43.281250
-92.753448,43.333333
-92.753448,43.333333
-92.855172,43.385417
-92.956897,43.385417
-92.956897,43.437500
-93.058621,43.437500
-93.058621,43.489583
-93.160345,43.541667
-93.160345,43.541667
-93.262069,43.541667
-93.262069,43.593750
-93.465517,43.697917
-93.567241,43.750000
-93.567241,43.802083
-93.668966,43.802083
-93.668966,43.854167
-93.770690,43.906250
-93.770690,43.958333
-93.872414,44.010417
-93.872414,44.010417
-93.974138,44.114583
-93.974138,44.166667
-93.974138,44.218750
-94.075862,44.270833
-94.075862,44.322917
-94.075862,44.322917
-94.177586,44.375000
-94.177586,44.375000
-94.177586,44.427083
-94.177586,44.427083
-94.279310,44.479167
-94.279310,44.479167
-94.279310,44.531250
-94.279310,44.531250
-94.381034,44.583333
-94.381034,44.635417
-94.482759,44.635417
-94.482759,44.687500
-94.584483,44.739583
-94.584483,44.739583
-94.686207,44.791667
-94.686207,44.843750
-94.686207,44.843750
-94.787931,44.947917
-94.787931,44.947917
-94.889655,45.000000
-94.889655,45.052083
-94.889655,45.052083
-95.093103,45.104167
-95.093103,45.156250
-95.093103,45.156250
-95.194828,45.208333
-95.194828,45.260417
-95.194828,45.260417
-95.194828,45.260417
-95.296552,45.312500
-95.296552,45.312500
-95.296552,45.416667
-95.398276,45.468750
-95.398276,45.520833
-95.398276,45.520833
-95.398276,45.520833
-95.398276,45.572917
-95.398276,45.625000
-95.398276,45.677083
-95.398276,45.677083
-95.398276,45.729167
-95.398276,45.729167
-95.500000,45.781250
-95.500000,45.833333
-95.500000,45.833333
-95.500000,45.885417
-95.500000,45.937500
-95.500000,45.937500
-95.601724,46.041667
-95.601724,46.145833
-95.601724,46.145833
-95.703448,46.145833
-95.703448,46.197917
-95.703448,46.250000
-95.703448,46.250000
-95.703448,46.250000
-95.703448,46.302083
-95.703448,46.354167
-95.805172,46.406250
-95.805172,46.510417
-95.805172,46.510417
-95.805172,46.562500
-95.805172,46.614583
-95.906897,46.666667
-95.906897,46.666667
-96.008621,46.718750
-96.008621,46.718750
-96.008621,46.770833
-96.008621,46.770833
-96.008621,46.822917
-96.008621,46.822917
-96.008621,46.822917
-96.110345,46.875000
-96.110345,46.875000
-96.110345,46.927083
-96.212069,46.927083
-96.212069,46.979167
-96.212069,46.979167
-96.212069,47.031250
-96.212069,47.031250
-96.212069,47.031250
-96.313793,47.083333
-96.313793,47.083333
-96.313793,47.135417
-96.313793,47.135417
-96.313793,47.187500
-96.313793,47.239583
-96.313793,47.239583
-96.313793,47.291667
-96.313793,47.291667
-96.313793,47.291667
-96.313793,47.343750
-96.313793,47.447917
-96.415517,47.500000
-96.415517,47.552083
-96.415517,47.552083
-96.415517,47.604167
-96.415517,47.604167
-96.415517,47.656250
-96.517241,47.656250
-96.517241,47.708333
-96.517241,47.760417
-96.517241,47.760417
-96.517241,47.760417
-96.517241,47.760417
-96.517241,47.812500
-96.517241,47.812500
-96.517241,47.864583
-96.517241,47.916667
-96.618966,47.968750
-96.618966,48.020833
-96.618966,48.020833
-96.517241,48.125000
-96.517241,48.125000
-96.517241,48.125000
-96.517241,48.125000
-96.517241,48.177083
-96.415517,48.177083
-96.415517,48.229167
-96.415517,48.229167
-96.313793,48.229167
-96.313793,48.281250
-96.313793,48.281250
-96.313793,48.333333
-96.212069,48.333333
-96.212069,48.333333
-96.212069,48.385417
-96.212069,48.437500
-96.212069,48.437500
